year,est,lwr,upr,log_est,se,model
2013,0.24758855640080124,0.13660275355275886,0.4300130487855598,-1.4043403826285554,0.2931731930046248,plastic
2014,0.33956648786065496,0.20952320133681912,0.5695258323039571,-1.066009521265188,0.26761123124906516,plastic
2015,0.6695853879845961,0.4594312058859721,1.0012766024163942,-0.3989080649284615,0.19593388057619832,plastic
2016,0.7556268600578565,0.5336752509106134,1.1463706236655757,-0.2655615514867643,0.1981030692285996,plastic
2017,1.0700895723960868,0.7467780091984078,1.4533888738646485,0.056519952952968924,0.17201159044285189,plastic
2018,1.3097975811379818,0.909964528487605,1.7962610665736447,0.26558695269728183,0.17866296711237403,plastic
2019,0.8553246187507247,0.5990874254419918,1.2455455857249749,-0.15241501245202452,0.1963257294955058,plastic
2020,1.2527861167186605,0.868960811434627,1.764991259492604,0.2272467610248034,0.1885619618637483,plastic
2021,0.9858966710578869,0.6669810487641658,1.367129961124485,-0.01656748923423106,0.18529371389493868,plastic
2022,0.7230641913606425,0.4773675917472551,1.100411919609089,-0.3261535014730457,0.22292015809106228,plastic
2013,0.14121780105566872,0.06846634273888216,0.28136472399018664,-1.9815421732532796,0.3838745953983479,sup
2014,0.17643216522669725,0.08219182333279426,0.35744767723811854,-1.7531096886616686,0.3863323058372177,sup
2015,0.29164625743287254,0.17200465697090472,0.5120321809451303,-1.2295189782646678,0.2890064104874279,sup
2016,0.14748544636097222,0.07089224886061496,0.3108287882732479,-1.8917410252006666,0.36242055291609426,sup
2017,0.2122993382933967,0.11070333072447736,0.4250436940112168,-1.54455084043007,0.34486461794623446,sup
2018,0.3637814406617852,0.2249908140976386,0.6342046912624681,-0.9919675672003866,0.271852208469855,sup
2019,0.16737335741993992,0.08391175433717765,0.33803721683084387,-1.7820570939910894,0.3652249670212897,sup
2020,0.3724836429850833,0.21872959638475215,0.6773196672853833,-0.9849904827785921,0.28778596039542975,sup
2021,0.2708902392146748,0.15146195329044498,0.47584924677750007,-1.3056612115475628,0.29851928057837834,sup
2022,0.17721021743771181,0.08221376619271353,0.36346774354979433,-1.7326572389673058,0.3783129195550783,sup
2013,0.013174926116369105,0.0020506174541593705,0.11439679770362661,-4.265775845827524,1.032343523016699,fishery
2014,0.0595894564203114,0.023881431508253843,0.15750243391857785,-2.805954988108672,0.49800246009995813,fishery
2015,0.3411387973340951,0.2152314137893856,0.5410672672032708,-1.0850749632935537,0.2513111771941636,fishery
2016,0.6041329074839235,0.3997497059569398,0.9180796677572509,-0.4979652364407202,0.21231190991804794,fishery
2017,0.8590403267985025,0.5914095884981526,1.217259216221322,-0.16218288403811124,0.1875617408859485,fishery
2018,0.8109397514585881,0.573708825970962,1.1669221122587428,-0.20922472831560324,0.18502747360963342,fishery
2019,0.6761973446536169,0.43402533944243904,1.0104324478885534,-0.40429577267072764,0.21949056974418363,fishery
2020,0.7054878556271637,0.47355110800205313,1.0835432068242108,-0.3480362440451263,0.2107953698498681,fishery
2021,0.6139904326480748,0.4224636468002104,0.9479345882151646,-0.4790032555453289,0.2134444578670986,fishery
2022,0.4412626721274371,0.26006200759534764,0.7193701909454072,-0.8251866866855901,0.2549339061723135,fishery
